samples,kingdom,phylum,class,order,family,genus,oxygenstat,metabolism,gram,mtype,genes,file,reads,relative
ERR414240,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Butyrivibrio,Obligate anaerobe,"Saccharolytic, fermentative",Structurally positive but stains negative,Commensal,530,Butyrivibrio_crossotus_DSM_2876.xml|Butyrivibrio_fibrisolvens_16_4.xml,4400,0.000282066868053863
ERR414241,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Butyrivibrio,Obligate anaerobe,"Saccharolytic, fermentative",Structurally positive but stains negative,Commensal,530,Butyrivibrio_crossotus_DSM_2876.xml|Butyrivibrio_fibrisolvens_16_4.xml,11199,0.000913915508148121
ERR414244,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Butyrivibrio,Obligate anaerobe,"Saccharolytic, fermentative",Structurally positive but stains negative,Commensal,530,Butyrivibrio_crossotus_DSM_2876.xml|Butyrivibrio_fibrisolvens_16_4.xml,3313,0.0002021919857151027
ERR414250,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Butyrivibrio,Obligate anaerobe,"Saccharolytic, fermentative",Structurally positive but stains negative,Commensal,530,Butyrivibrio_crossotus_DSM_2876.xml|Butyrivibrio_fibrisolvens_16_4.xml,2302,0.000168215486522739
ERR414252,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Butyrivibrio,Obligate anaerobe,"Saccharolytic, fermentative",Structurally positive but stains negative,Commensal,530,Butyrivibrio_crossotus_DSM_2876.xml|Butyrivibrio_fibrisolvens_16_4.xml,3593,0.0002026137683640227
ERR414261,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Butyrivibrio,Obligate anaerobe,"Saccharolytic, fermentative",Structurally positive but stains negative,Commensal,530,Butyrivibrio_crossotus_DSM_2876.xml|Butyrivibrio_fibrisolvens_16_4.xml,4862,0.0004113211971866378
ERR414265,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Butyrivibrio,Obligate anaerobe,"Saccharolytic, fermentative",Structurally positive but stains negative,Commensal,530,Butyrivibrio_crossotus_DSM_2876.xml|Butyrivibrio_fibrisolvens_16_4.xml,2748,0.0001872620637178934
ERR414266,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Butyrivibrio,Obligate anaerobe,"Saccharolytic, fermentative",Structurally positive but stains negative,Commensal,530,Butyrivibrio_crossotus_DSM_2876.xml|Butyrivibrio_fibrisolvens_16_4.xml,2180,0.000146295175346176
ERR414267,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Butyrivibrio,Obligate anaerobe,"Saccharolytic, fermentative",Structurally positive but stains negative,Commensal,530,Butyrivibrio_crossotus_DSM_2876.xml|Butyrivibrio_fibrisolvens_16_4.xml,3000,0.0001457125255069776
ERR414278,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Butyrivibrio,Obligate anaerobe,"Saccharolytic, fermentative",Structurally positive but stains negative,Commensal,530,Butyrivibrio_crossotus_DSM_2876.xml|Butyrivibrio_fibrisolvens_16_4.xml,6347,0.0006296923714163124
ERR414279,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Butyrivibrio,Obligate anaerobe,"Saccharolytic, fermentative",Structurally positive but stains negative,Commensal,530,Butyrivibrio_crossotus_DSM_2876.xml|Butyrivibrio_fibrisolvens_16_4.xml,5210,0.0005350686125362776
ERR414288,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Butyrivibrio,Obligate anaerobe,"Saccharolytic, fermentative",Structurally positive but stains negative,Commensal,530,Butyrivibrio_crossotus_DSM_2876.xml|Butyrivibrio_fibrisolvens_16_4.xml,4487,0.0002461686404962391
ERR414294,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Butyrivibrio,Obligate anaerobe,"Saccharolytic, fermentative",Structurally positive but stains negative,Commensal,530,Butyrivibrio_crossotus_DSM_2876.xml|Butyrivibrio_fibrisolvens_16_4.xml,7028,0.0005273086296593248
ERR414297,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Butyrivibrio,Obligate anaerobe,"Saccharolytic, fermentative",Structurally positive but stains negative,Commensal,530,Butyrivibrio_crossotus_DSM_2876.xml|Butyrivibrio_fibrisolvens_16_4.xml,13733,0.00103387119529302
ERR414302,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Butyrivibrio,Obligate anaerobe,"Saccharolytic, fermentative",Structurally positive but stains negative,Commensal,530,Butyrivibrio_crossotus_DSM_2876.xml|Butyrivibrio_fibrisolvens_16_4.xml,9010,0.0007772678904250684
ERR414305,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Butyrivibrio,Obligate anaerobe,"Saccharolytic, fermentative",Structurally positive but stains negative,Commensal,530,Butyrivibrio_crossotus_DSM_2876.xml|Butyrivibrio_fibrisolvens_16_4.xml,3136,0.000158253095750491
ERR414309,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Butyrivibrio,Obligate anaerobe,"Saccharolytic, fermentative",Structurally positive but stains negative,Commensal,530,Butyrivibrio_crossotus_DSM_2876.xml|Butyrivibrio_fibrisolvens_16_4.xml,2240,0.0001353709072207687
ERR414311,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Butyrivibrio,Obligate anaerobe,"Saccharolytic, fermentative",Structurally positive but stains negative,Commensal,530,Butyrivibrio_crossotus_DSM_2876.xml|Butyrivibrio_fibrisolvens_16_4.xml,3063,0.00019939447355074287
ERR414312,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Butyrivibrio,Obligate anaerobe,"Saccharolytic, fermentative",Structurally positive but stains negative,Commensal,530,Butyrivibrio_crossotus_DSM_2876.xml|Butyrivibrio_fibrisolvens_16_4.xml,7116,0.0005356245257020742
ERR414313,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Butyrivibrio,Obligate anaerobe,"Saccharolytic, fermentative",Structurally positive but stains negative,Commensal,530,Butyrivibrio_crossotus_DSM_2876.xml|Butyrivibrio_fibrisolvens_16_4.xml,3031,0.00033084950604528963
ERR414315,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Butyrivibrio,Obligate anaerobe,"Saccharolytic, fermentative",Structurally positive but stains negative,Commensal,530,Butyrivibrio_crossotus_DSM_2876.xml|Butyrivibrio_fibrisolvens_16_4.xml,2925,0.0001466160342603327
ERR414316,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Butyrivibrio,Obligate anaerobe,"Saccharolytic, fermentative",Structurally positive but stains negative,Commensal,530,Butyrivibrio_crossotus_DSM_2876.xml|Butyrivibrio_fibrisolvens_16_4.xml,3754,0.00021577309361253019
ERR414318,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Butyrivibrio,Obligate anaerobe,"Saccharolytic, fermentative",Structurally positive but stains negative,Commensal,530,Butyrivibrio_crossotus_DSM_2876.xml|Butyrivibrio_fibrisolvens_16_4.xml,7982,0.0003939252599119555
ERR414320,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Butyrivibrio,Obligate anaerobe,"Saccharolytic, fermentative",Structurally positive but stains negative,Commensal,530,Butyrivibrio_crossotus_DSM_2876.xml|Butyrivibrio_fibrisolvens_16_4.xml,1777,0.00013604324536865391
ERR414321,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Butyrivibrio,Obligate anaerobe,"Saccharolytic, fermentative",Structurally positive but stains negative,Commensal,530,Butyrivibrio_crossotus_DSM_2876.xml|Butyrivibrio_fibrisolvens_16_4.xml,9619,0.001017776435179577
ERR414325,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Butyrivibrio,Obligate anaerobe,"Saccharolytic, fermentative",Structurally positive but stains negative,Commensal,530,Butyrivibrio_crossotus_DSM_2876.xml|Butyrivibrio_fibrisolvens_16_4.xml,7959,0.0004217866615890456
ERR414326,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Butyrivibrio,Obligate anaerobe,"Saccharolytic, fermentative",Structurally positive but stains negative,Commensal,530,Butyrivibrio_crossotus_DSM_2876.xml|Butyrivibrio_fibrisolvens_16_4.xml,7771,0.000426419576340545
ERR414332,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Butyrivibrio,Obligate anaerobe,"Saccharolytic, fermentative",Structurally positive but stains negative,Commensal,530,Butyrivibrio_crossotus_DSM_2876.xml|Butyrivibrio_fibrisolvens_16_4.xml,10174,0.0007743294047824089
ERR414333,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Butyrivibrio,Obligate anaerobe,"Saccharolytic, fermentative",Structurally positive but stains negative,Commensal,530,Butyrivibrio_crossotus_DSM_2876.xml|Butyrivibrio_fibrisolvens_16_4.xml,11007,0.0011968435168692741
ERR414334,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Butyrivibrio,Obligate anaerobe,"Saccharolytic, fermentative",Structurally positive but stains negative,Commensal,530,Butyrivibrio_crossotus_DSM_2876.xml|Butyrivibrio_fibrisolvens_16_4.xml,6209,0.00038028589120356934
ERR414337,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Butyrivibrio,Obligate anaerobe,"Saccharolytic, fermentative",Structurally positive but stains negative,Commensal,530,Butyrivibrio_crossotus_DSM_2876.xml|Butyrivibrio_fibrisolvens_16_4.xml,5136,0.00038641661338641566
ERR414338,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Butyrivibrio,Obligate anaerobe,"Saccharolytic, fermentative",Structurally positive but stains negative,Commensal,530,Butyrivibrio_crossotus_DSM_2876.xml|Butyrivibrio_fibrisolvens_16_4.xml,3347,0.0003659373649054802
ERR414339,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Butyrivibrio,Obligate anaerobe,"Saccharolytic, fermentative",Structurally positive but stains negative,Commensal,530,Butyrivibrio_crossotus_DSM_2876.xml|Butyrivibrio_fibrisolvens_16_4.xml,6982,0.000489613043706624
ERR414343,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Butyrivibrio,Obligate anaerobe,"Saccharolytic, fermentative",Structurally positive but stains negative,Commensal,530,Butyrivibrio_crossotus_DSM_2876.xml|Butyrivibrio_fibrisolvens_16_4.xml,8078,0.00038468650549930753
ERR414344,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Butyrivibrio,Obligate anaerobe,"Saccharolytic, fermentative",Structurally positive but stains negative,Commensal,530,Butyrivibrio_crossotus_DSM_2876.xml|Butyrivibrio_fibrisolvens_16_4.xml,7212,0.0003973447979318232
ERR414345,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Butyrivibrio,Obligate anaerobe,"Saccharolytic, fermentative",Structurally positive but stains negative,Commensal,530,Butyrivibrio_crossotus_DSM_2876.xml|Butyrivibrio_fibrisolvens_16_4.xml,4654,0.00028563814593715657
ERR414347,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Butyrivibrio,Obligate anaerobe,"Saccharolytic, fermentative",Structurally positive but stains negative,Commensal,530,Butyrivibrio_crossotus_DSM_2876.xml|Butyrivibrio_fibrisolvens_16_4.xml,4757,0.0002474665372647826
ERR414351,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Butyrivibrio,Obligate anaerobe,"Saccharolytic, fermentative",Structurally positive but stains negative,Commensal,530,Butyrivibrio_crossotus_DSM_2876.xml|Butyrivibrio_fibrisolvens_16_4.xml,4952,0.0004887572025559081
ERR260143,Bacteria,Synergistetes,Synergistia,Synergistales,Synergistaceae,Cloacibacillus,Obligate anaerobe,"Asaccharolytic, fermentative",Negative,,873,Cloacibacillus_evryensis_DSM_19522.xml,24292,0.00315999209611725
ERR260151,Bacteria,Synergistetes,Synergistia,Synergistales,Synergistaceae,Cloacibacillus,Obligate anaerobe,"Asaccharolytic, fermentative",Negative,,873,Cloacibacillus_evryensis_DSM_19522.xml,450,0.000126252211517905
ERR260158,Bacteria,Synergistetes,Synergistia,Synergistales,Synergistaceae,Cloacibacillus,Obligate anaerobe,"Asaccharolytic, fermentative",Negative,,873,Cloacibacillus_evryensis_DSM_19522.xml,977,0.000249298226767485
ERR260162,Bacteria,Synergistetes,Synergistia,Synergistales,Synergistaceae,Cloacibacillus,Obligate anaerobe,"Asaccharolytic, fermentative",Negative,,873,Cloacibacillus_evryensis_DSM_19522.xml,4267,0.00022524128715550897
ERR260166,Bacteria,Synergistetes,Synergistia,Synergistales,Synergistaceae,Cloacibacillus,Obligate anaerobe,"Asaccharolytic, fermentative",Negative,,873,Cloacibacillus_evryensis_DSM_19522.xml,1855,0.000200632701443074
ERR260173,Bacteria,Synergistetes,Synergistia,Synergistales,Synergistaceae,Cloacibacillus,Obligate anaerobe,"Asaccharolytic, fermentative",Negative,,873,Cloacibacillus_evryensis_DSM_19522.xml,27787,0.00165149954101899
ERR260174,Bacteria,Synergistetes,Synergistia,Synergistales,Synergistaceae,Cloacibacillus,Obligate anaerobe,"Asaccharolytic, fermentative",Negative,,873,Cloacibacillus_evryensis_DSM_19522.xml,1546,0.000145343958923127
ERR260180,Bacteria,Synergistetes,Synergistia,Synergistales,Synergistaceae,Cloacibacillus,Obligate anaerobe,"Asaccharolytic, fermentative",Negative,,873,Cloacibacillus_evryensis_DSM_19522.xml,1221,0.000196550656706168
ERR260200,Bacteria,Synergistetes,Synergistia,Synergistales,Synergistaceae,Cloacibacillus,Obligate anaerobe,"Asaccharolytic, fermentative",Negative,,873,Cloacibacillus_evryensis_DSM_19522.xml,1429,0.00016490030628299
ERR260204,Bacteria,Synergistetes,Synergistia,Synergistales,Synergistaceae,Cloacibacillus,Obligate anaerobe,"Asaccharolytic, fermentative",Negative,,873,Cloacibacillus_evryensis_DSM_19522.xml,6238,0.000881298003050495
ERR260206,Bacteria,Synergistetes,Synergistia,Synergistales,Synergistaceae,Cloacibacillus,Obligate anaerobe,"Asaccharolytic, fermentative",Negative,,873,Cloacibacillus_evryensis_DSM_19522.xml,1508,0.000410833695446366
ERR260230,Bacteria,Synergistetes,Synergistia,Synergistales,Synergistaceae,Cloacibacillus,Obligate anaerobe,"Asaccharolytic, fermentative",Negative,,873,Cloacibacillus_evryensis_DSM_19522.xml,421,8.019021652691791e-05
ERR260245,Bacteria,Synergistetes,Synergistia,Synergistales,Synergistaceae,Cloacibacillus,Obligate anaerobe,"Asaccharolytic, fermentative",Negative,,873,Cloacibacillus_evryensis_DSM_19522.xml,7562,0.00146597349887474
ERR260252,Bacteria,Synergistetes,Synergistia,Synergistales,Synergistaceae,Cloacibacillus,Obligate anaerobe,"Asaccharolytic, fermentative",Negative,,873,Cloacibacillus_evryensis_DSM_19522.xml,18941,0.0033867865437593896
ERR260275,Bacteria,Synergistetes,Synergistia,Synergistales,Synergistaceae,Cloacibacillus,Obligate anaerobe,"Asaccharolytic, fermentative",Negative,,873,Cloacibacillus_evryensis_DSM_19522.xml,919,0.000378749007277833
ERR321239,Bacteria,Synergistetes,Synergistia,Synergistales,Synergistaceae,Cloacibacillus,Obligate anaerobe,"Asaccharolytic, fermentative",Negative,,873,Cloacibacillus_evryensis_DSM_19522.xml,18122,0.00367259472607129
ERR321480,Bacteria,Synergistetes,Synergistia,Synergistales,Synergistaceae,Cloacibacillus,Obligate anaerobe,"Asaccharolytic, fermentative",Negative,,873,Cloacibacillus_evryensis_DSM_19522.xml,3435,0.000416587129046444
ERR321553,Bacteria,Synergistetes,Synergistia,Synergistales,Synergistaceae,Cloacibacillus,Obligate anaerobe,"Asaccharolytic, fermentative",Negative,,873,Cloacibacillus_evryensis_DSM_19522.xml,1409,0.000150042030936558
ERR321560,Bacteria,Synergistetes,Synergistia,Synergistales,Synergistaceae,Cloacibacillus,Obligate anaerobe,"Asaccharolytic, fermentative",Negative,,873,Cloacibacillus_evryensis_DSM_19522.xml,1821,9.50388419728477e-05
ERR321568,Bacteria,Synergistetes,Synergistia,Synergistales,Synergistaceae,Cloacibacillus,Obligate anaerobe,"Asaccharolytic, fermentative",Negative,,873,Cloacibacillus_evryensis_DSM_19522.xml,1612,9.73752830724246e-05
ERR321578,Bacteria,Synergistetes,Synergistia,Synergistales,Synergistaceae,Cloacibacillus,Obligate anaerobe,"Asaccharolytic, fermentative",Negative,,873,Cloacibacillus_evryensis_DSM_19522.xml,2374,0.00016324829729068998
ERR321584,Bacteria,Synergistetes,Synergistia,Synergistales,Synergistaceae,Cloacibacillus,Obligate anaerobe,"Asaccharolytic, fermentative",Negative,,873,Cloacibacillus_evryensis_DSM_19522.xml,746,7.21400739754877e-05
ERR321592,Bacteria,Synergistetes,Synergistia,Synergistales,Synergistaceae,Cloacibacillus,Obligate anaerobe,"Asaccharolytic, fermentative",Negative,,873,Cloacibacillus_evryensis_DSM_19522.xml,623,3.3809789057307104e-05
ERR321606,Bacteria,Synergistetes,Synergistia,Synergistales,Synergistaceae,Cloacibacillus,Obligate anaerobe,"Asaccharolytic, fermentative",Negative,,873,Cloacibacillus_evryensis_DSM_19522.xml,3345,0.000146590611338067
ERR321619,Bacteria,Synergistetes,Synergistia,Synergistales,Synergistaceae,Cloacibacillus,Obligate anaerobe,"Asaccharolytic, fermentative",Negative,,873,Cloacibacillus_evryensis_DSM_19522.xml,1069,0.00011550824003800901
ERR321627,Bacteria,Synergistetes,Synergistia,Synergistales,Synergistaceae,Cloacibacillus,Obligate anaerobe,"Asaccharolytic, fermentative",Negative,,873,Cloacibacillus_evryensis_DSM_19522.xml,6203,0.000562509261044379
ERR321628,Bacteria,Synergistetes,Synergistia,Synergistales,Synergistaceae,Cloacibacillus,Obligate anaerobe,"Asaccharolytic, fermentative",Negative,,873,Cloacibacillus_evryensis_DSM_19522.xml,1075,0.00013909771517446102
ERR321631,Bacteria,Synergistetes,Synergistia,Synergistales,Synergistaceae,Cloacibacillus,Obligate anaerobe,"Asaccharolytic, fermentative",Negative,,873,Cloacibacillus_evryensis_DSM_19522.xml,1236,9.75821264913841e-05
ERR321640,Bacteria,Synergistetes,Synergistia,Synergistales,Synergistaceae,Cloacibacillus,Obligate anaerobe,"Asaccharolytic, fermentative",Negative,,873,Cloacibacillus_evryensis_DSM_19522.xml,4761,0.000258571276657797
ERR321648,Bacteria,Synergistetes,Synergistia,Synergistales,Synergistaceae,Cloacibacillus,Obligate anaerobe,"Asaccharolytic, fermentative",Negative,,873,Cloacibacillus_evryensis_DSM_19522.xml,1413,7.177618630720671e-05
ERR414233,Bacteria,Synergistetes,Synergistia,Synergistales,Synergistaceae,Cloacibacillus,Obligate anaerobe,"Asaccharolytic, fermentative",Negative,,873,Cloacibacillus_evryensis_DSM_19522.xml,666,5.05794537145596e-05
ERR414239,Bacteria,Synergistetes,Synergistia,Synergistales,Synergistaceae,Cloacibacillus,Obligate anaerobe,"Asaccharolytic, fermentative",Negative,,873,Cloacibacillus_evryensis_DSM_19522.xml,26617,0.00323463977521702
ERR414240,Bacteria,Synergistetes,Synergistia,Synergistales,Synergistaceae,Cloacibacillus,Obligate anaerobe,"Asaccharolytic, fermentative",Negative,,873,Cloacibacillus_evryensis_DSM_19522.xml,552,3.53865707194846e-05
ERR414241,Bacteria,Synergistetes,Synergistia,Synergistales,Synergistaceae,Cloacibacillus,Obligate anaerobe,"Asaccharolytic, fermentative",Negative,,873,Cloacibacillus_evryensis_DSM_19522.xml,648,5.28812616555034e-05
ERR414261,Bacteria,Synergistetes,Synergistia,Synergistales,Synergistaceae,Cloacibacillus,Obligate anaerobe,"Asaccharolytic, fermentative",Negative,,873,Cloacibacillus_evryensis_DSM_19522.xml,549,4.64449480163439e-05
ERR414265,Bacteria,Synergistetes,Synergistia,Synergistales,Synergistaceae,Cloacibacillus,Obligate anaerobe,"Asaccharolytic, fermentative",Negative,,873,Cloacibacillus_evryensis_DSM_19522.xml,1219,8.306857921110341e-05
ERR414266,Bacteria,Synergistetes,Synergistia,Synergistales,Synergistaceae,Cloacibacillus,Obligate anaerobe,"Asaccharolytic, fermentative",Negative,,873,Cloacibacillus_evryensis_DSM_19522.xml,63412,0.0042554447977301395
ERR414278,Bacteria,Synergistetes,Synergistia,Synergistales,Synergistaceae,Cloacibacillus,Obligate anaerobe,"Asaccharolytic, fermentative",Negative,,873,Cloacibacillus_evryensis_DSM_19522.xml,794,7.877355331724459e-05
ERR414279,Bacteria,Synergistetes,Synergistia,Synergistales,Synergistaceae,Cloacibacillus,Obligate anaerobe,"Asaccharolytic, fermentative",Negative,,873,Cloacibacillus_evryensis_DSM_19522.xml,50765,0.0052135812121697
ERR414288,Bacteria,Synergistetes,Synergistia,Synergistales,Synergistaceae,Cloacibacillus,Obligate anaerobe,"Asaccharolytic, fermentative",Negative,,873,Cloacibacillus_evryensis_DSM_19522.xml,1907,0.000104623043776761
