strain,species,genus,family,order,class,phylum,kingdom,id,genbank,intercept,slope,rate,rsquared,pval
Megasphaera stantonii,Megasphaera stantonii,Megasphaera,Veillonellaceae,Veillonellales,Negativicutes,Firmicutes,Bacteria,ERR414301,CP029462,2.33270055736997,3.17041353816481e-05,1.95982829576754,0.949936079567906,0
Bacteroides vulgatus ATCC 8482,Bacteroides vulgatus,Bacteroides,Bacteroidaceae,Bacteroidales,Bacteroidia,Bacteroidetes,Bacteria,ERR414301,CP000139,1.11136941215017,4.65924158958664e-05,6.8517201571316,0.982508372014717,0
Lachnospiraceae bacterium GAM79,Lachnospiraceae bacterium GAM79,"",Lachnospiraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR414301,AP018536,1.4556275131211,8.76117954597863e-05,17.4401127913323,0.9969392449713,0
[Eubacterium] rectale ATCC 33656,Eubacterium rectale,Eubacterium,Lachnospiraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR414301,CP001107,3.25166400072083,2.1923447297109e-05,1.83133150108643,0.862677911880967,0
Faecalibacterium prausnitzii,Faecalibacterium prausnitzii,Faecalibacterium,Ruminococcaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR414302,CP030777,1.47785278314962,9.3549312456643e-05,9.24029311711513,0.963032793208157,0
Alistipes shahii WAL 8301,Alistipes shahii,Alistipes,Rikenellaceae,Bacteroidales,Bacteroidia,Bacteroidetes,Bacteria,ERR414302,FP929032,1.20121114312175,3.8526973278282e-05,3.18971504266716,0.774506534339688,0
Bacteroides dorei CL03T12C01,Bacteroides dorei,Bacteroides,Bacteroidaceae,Bacteroidales,Bacteroidia,Bacteroidetes,Bacteria,ERR414302,CP011531,1.57644435710062,4.6386613423243e-05,7.17528511443476,0.99641905512468,0
[Eubacterium] eligens ATCC 27750,Eubacterium eligens,Eubacterium,Eubacteriaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR414302,CP001104,2.11963079532971,5.25680312764552e-05,2.46378661406141,0.83754535020261,0
Anaerostipes hadrus,Anaerostipes hadrus,Anaerostipes,Lachnospiraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR414302,CP012098,1.61145249125554,2.90559561420991e-05,2.0906986215357,0.899907103434642,0
Methanobrevibacter smithii ATCC 35061,Methanobrevibacter smithii,Methanobrevibacter,Methanobacteriaceae,Methanobacteriales,Methanobacteria,Euryarchaeota,Archaea,ERR414302,CP000678,0.874273348761635,3.18621868294419e-05,1.6037696986595,0.916333171326248,0
Coprococcus sp. ART55/1,Coprococcus sp. ART55/1,Coprococcus,Lachnospiraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR414302,FP929039,1.1343931305711,3.02682992725277e-05,2.13021558672596,0.726600922920092,0
Odoribacter splanchnicus DSM 20712,Odoribacter splanchnicus,Odoribacter,Odoribacteraceae,Bacteroidales,Bacteroidia,Bacteroidetes,Bacteria,ERR414302,CP002544,0.675391197914861,2.15811960987755e-05,2.13468707855881,0.465831616534696,0
[Eubacterium] siraeum 70/3,Eubacterium siraeum,Eubacterium,Ruminococcaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR414302,FP929044,1.84970158666288,3.06973080347481e-05,2.0603177317103,0.763066292837555,0
Bacteroides vulgatus ATCC 8482,Bacteroides vulgatus,Bacteroides,Bacteroidaceae,Bacteroidales,Bacteroidia,Bacteroidetes,Bacteria,ERR414302,CP000139,0.7279913976616,6.27004076299908e-05,13.3276435038557,0.852306577026548,0
Lachnospiraceae bacterium GAM79,Lachnospiraceae bacterium GAM79,"",Lachnospiraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR414302,AP018536,0.847354232300543,4.9469677563572e-05,5.02384501065162,0.905772234360251,0
Roseburia intestinalis M50/1,Roseburia intestinalis,Roseburia,Lachnospiraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR414302,FP929049,1.07507111583669,3.30883073772536e-05,2.99470072364874,0.59346130951879,0
[Eubacterium] rectale ATCC 33656,Eubacterium rectale,Eubacterium,Lachnospiraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR414302,CP001107,1.26159302966059,4.1434280538109e-05,3.13774150214457,0.625823937192537,0
Bacteroides xylanisolvens XB1A,Bacteroides xylanisolvens,Bacteroides,Bacteroidaceae,Bacteroidales,Bacteroidia,Bacteroidetes,Bacteria,ERR414305,FP929033,1.24953010004152,4.65135889413097e-05,9.24209113809416,0.956873838573417,0
Oscillibacter sp. PEA192,Oscillibacter sp. PEA192,Oscillibacter,Oscillospiraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR414305,AP018532,2.16708673895395,1.97093769604711e-05,1.68802615306887,0.962073027994769,0
Alistipes shahii WAL 8301,Alistipes shahii,Alistipes,Rikenellaceae,Bacteroidales,Bacteroidia,Bacteroidetes,Bacteria,ERR414305,FP929032,2.0547743467428,3.05122529492046e-05,2.50586102878147,0.688914733760217,0
Bacteroides dorei CL03T12C01,Bacteroides dorei,Bacteroides,Bacteroidaceae,Bacteroidales,Bacteroidia,Bacteroidetes,Bacteria,ERR414305,CP011531,1.8021798418636,4.85978775057277e-05,7.88201538018538,0.977122622469447,0
Bacteroides thetaiotaomicron VPI-5482,Bacteroides thetaiotaomicron,Bacteroides,Bacteroidaceae,Bacteroidales,Bacteroidia,Bacteroidetes,Bacteria,ERR414305,AE015928,2.6748647805186,6.53127674835827e-06,1.38694839354084,0.981828050099079,0
Clostridiales bacterium CCNA10,Clostridiales bacterium CCNA10,"","",Clostridiales,Clostridia,Firmicutes,Bacteria,ERR414305,AP018533,1.94025167785558,3.9827024386031e-05,3.10730534855031,0.914655081357964,0
Intestinimonas butyriciproducens,Intestinimonas butyriciproducens,Intestinimonas,"",Clostridiales,Clostridia,Firmicutes,Bacteria,ERR414305,CP011307,1.85957626585959,2.23363894961591e-05,1.82823414530435,0.922628503161419,0
Odoribacter splanchnicus DSM 20712,Odoribacter splanchnicus,Odoribacter,Odoribacteraceae,Bacteroidales,Bacteroidia,Bacteroidetes,Bacteria,ERR414305,CP002544,1.80837673767893,1.55053728219064e-05,1.72431141351088,0.79957047255041,0
Bacteroides cellulosilyticus,Bacteroides cellulosilyticus,Bacteroides,Bacteroidaceae,Bacteroidales,Bacteroidia,Bacteroidetes,Bacteria,ERR414305,CP012801,2.42542639057456,7.80054269157009e-05,83.2083411976908,0.996626398005668,0
Lachnospiraceae bacterium GAM79,Lachnospiraceae bacterium GAM79,"",Lachnospiraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR414305,AP018536,1.74987886008155,1.93388266638897e-05,1.87953783475457,0.764348579690698,0
Flavonifractor plautii,Flavonifractor plautii,Flavonifractor,Ruminococcaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR414305,CP015406,1.58880394929879,2.85543685925611e-05,2.3923564720591,0.882928682646566,0
Roseburia intestinalis M50/1,Roseburia intestinalis,Roseburia,Lachnospiraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR414305,FP929049,2.75288380216326,2.13533626661857e-05,2.02960789458793,0.757383140802162,0
Faecalibacterium prausnitzii,Faecalibacterium prausnitzii,Faecalibacterium,Ruminococcaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR414306,CP030777,2.35365476572151,3.08737346791805e-05,2.08305965237213,0.967915391116277,0
Oscillibacter sp. PEA192,Oscillibacter sp. PEA192,Oscillibacter,Oscillospiraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR414306,AP018532,2.5469603411174,2.61944534798729e-05,2.0053717644308,0.693971913333665,0
Alistipes shahii WAL 8301,Alistipes shahii,Alistipes,Rikenellaceae,Bacteroidales,Bacteroidia,Bacteroidetes,Bacteria,ERR414306,FP929032,2.08698396676233,3.64465477625678e-05,2.9960543714,0.813058562633617,0
Bacteroides thetaiotaomicron VPI-5482,Bacteroides thetaiotaomicron,Bacteroides,Bacteroidaceae,Bacteroidales,Bacteroidia,Bacteroidetes,Bacteria,ERR414306,AE015928,1.74740697907397,1.49535286481127e-05,2.11470976320677,0.543828155667761,0
Collinsella aerofaciens,Collinsella aerofaciens,Collinsella,Coriobacteriaceae,Coriobacteriales,Coriobacteriia,Actinobacteria,Bacteria,ERR414306,CP024160,1.55573224515777,6.25269129230358e-05,3.16984937295711,0.978748922563646,0
[Eubacterium] eligens ATCC 27750,Eubacterium eligens,Eubacterium,Eubacteriaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR414306,CP001104,1.44433845390178,4.65152661758124e-05,2.22081969721392,0.77441508353667,0
Bacteroides caccae,Bacteroides caccae,Bacteroides,Bacteroidaceae,Bacteroidales,Bacteroidia,Bacteroidetes,Bacteria,ERR414306,CP022412,3.46911464541047,7.32879027297955e-06,1.30734609767051,0.965773736273276,0
Bifidobacterium adolescentis ATCC 15703,Bifidobacterium adolescentis,Bifidobacterium,Bifidobacteriaceae,Bifidobacteriales,Actinobacteria,Actinobacteria,Bacteria,ERR414306,AP009256,1.14233003444345,4.17583623570603e-05,2.00996297576784,0.956110337147644,0
Akkermansia muciniphila ATCC BAA-835,Akkermansia muciniphila,Akkermansia,Akkermansiaceae,Verrucomicrobiales,Verrucomicrobiae,Verrucomicrobia,Bacteria,ERR414306,CP001071,3.30752429331688,2.22152687916747e-05,1.60556227728374,0.947998279824491,0
Ruminococcus sp. SR1/5,Ruminococcus sp. SR1/5,Ruminococcus,Ruminococcaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR414306,FP929053,0.771637294363629,3.38326199632833e-05,2.61090289391547,0.659060337175001,0
Roseburia hominis A2-183,Roseburia hominis,Roseburia,Lachnospiraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR414306,CP003040,0.710081443591015,3.55235600069544e-05,2.77552673588682,0.618237451765746,0
Acidaminococcus intestini RyC-MR95,Acidaminococcus intestini,Acidaminococcus,Acidaminococcaceae,Acidaminococcales,Negativicutes,Firmicutes,Bacteria,ERR414306,CP003058,3.57910508540646,1.78894970453574e-05,1.42768558298788,0.898821309260298,0
Odoribacter splanchnicus DSM 20712,Odoribacter splanchnicus,Odoribacter,Odoribacteraceae,Bacteroidales,Bacteroidia,Bacteroidetes,Bacteria,ERR414306,CP002544,1.49626925380712,1.06421531791939e-05,1.45345572327617,0.605872048310141,0
[Eubacterium] siraeum 70/3,Eubacterium siraeum,Eubacterium,Ruminococcaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR414306,FP929044,2.82052629595393,2.00710471011082e-05,1.60421255642126,0.869132815391177,0
Bacteroides vulgatus ATCC 8482,Bacteroides vulgatus,Bacteroides,Bacteroidaceae,Bacteroidales,Bacteroidia,Bacteroidetes,Bacteria,ERR414306,CP000139,2.33361957268651,4.98694667457033e-05,7.84485830289924,0.980449791456597,0
Lachnospiraceae bacterium GAM79,Lachnospiraceae bacterium GAM79,"",Lachnospiraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR414306,AP018536,0.681400540847624,3.97480594605538e-05,3.65822910855288,0.598972399755816,0
Faecalibacterium prausnitzii,Faecalibacterium prausnitzii,Faecalibacterium,Ruminococcaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR414308,CP030777,2.39222595111347,6.32449338373128e-05,4.49636293081314,0.948170539587848,0
Bacteroides xylanisolvens XB1A,Bacteroides xylanisolvens,Bacteroides,Bacteroidaceae,Bacteroidales,Bacteroidia,Bacteroidetes,Bacteria,ERR414308,FP929033,1.59174187086064,5.62666698008837e-05,14.7324599096885,0.994605649687335,0
Alistipes shahii WAL 8301,Alistipes shahii,Alistipes,Rikenellaceae,Bacteroidales,Bacteroidia,Bacteroidetes,Bacteria,ERR414308,FP929032,1.54225909612109,3.21218886819808e-05,2.63028893809399,0.712019462108716,0
Bacteroides dorei CL03T12C01,Bacteroides dorei,Bacteroides,Bacteroidaceae,Bacteroidales,Bacteroidia,Bacteroidetes,Bacteria,ERR414308,CP011531,3.25074404757198,4.52545433520286e-05,6.83836566503739,0.996311134175666,0
Bacteroides thetaiotaomicron VPI-5482,Bacteroides thetaiotaomicron,Bacteroides,Bacteroidaceae,Bacteroidales,Bacteroidia,Bacteroidetes,Bacteria,ERR414308,AE015928,2.23910183736275,1.14019003948124e-05,1.77010944405462,0.579399036450827,0
Bacteroides caccae,Bacteroides caccae,Bacteroides,Bacteroidaceae,Bacteroidales,Bacteroidia,Bacteroidetes,Bacteria,ERR414308,CP022412,3.06172729905271,1.09198730046569e-05,1.49080749488365,0.97730619281384,0
Ruminococcus sp. SR1/5,Ruminococcus sp. SR1/5,Ruminococcus,Ruminococcaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR414308,FP929053,0.905176431504356,3.53227717098973e-05,2.72363052545263,0.864698304210999,0
Roseburia hominis A2-183,Roseburia hominis,Roseburia,Lachnospiraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR414308,CP003040,1.7933002244499,2.06638220838375e-05,1.81088604880422,0.727454870577534,0
[Ruminococcus] torques L2-14,Ruminococcus torques,Blautia,Lachnospiraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR414308,FP929055,1.06630844215515,4.44620122834436e-05,3.28263822632897,0.774584830880054,0
Odoribacter splanchnicus DSM 20712,Odoribacter splanchnicus,Odoribacter,Odoribacteraceae,Bacteroidales,Bacteroidia,Bacteroidetes,Bacteria,ERR414308,CP002544,1.57523315814433,9.05787622621063e-06,1.37475516691246,0.928075053227476,0
butyrate-producing bacterium SS3/4,butyrate-producing bacterium SS3/4,"","",Clostridiales,Clostridia,Firmicutes,Bacteria,ERR414308,FP929062,1.22080323348277,3.19203143107006e-05,2.50818758507994,0.694800033235584,0
[Eubacterium] siraeum 70/3,Eubacterium siraeum,Eubacterium,Ruminococcaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR414308,FP929044,2.26644825410913,2.16913804570711e-05,1.66660500653582,0.952294606026374,0
Lachnospiraceae bacterium GAM79,Lachnospiraceae bacterium GAM79,"",Lachnospiraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR414308,AP018536,3.2005400070981,2.01704059837161e-05,1.9312362603344,0.767258624424772,0
Roseburia intestinalis M50/1,Roseburia intestinalis,Roseburia,Lachnospiraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR414308,FP929049,1.91153492630005,2.35381388421286e-05,2.18205210038185,0.64392888514001,0
[Eubacterium] rectale ATCC 33656,Eubacterium rectale,Eubacterium,Lachnospiraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR414308,CP001107,4.03053190580064,1.90374258924063e-05,1.69112650820893,0.771070128750501,0
Faecalibacterium prausnitzii,Faecalibacterium prausnitzii,Faecalibacterium,Ruminococcaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR414309,CP030777,0.965058774460872,0.000106729933845095,12.6399672478475,0.949360703344962,0
Alistipes shahii WAL 8301,Alistipes shahii,Alistipes,Rikenellaceae,Bacteroidales,Bacteroidia,Bacteroidetes,Bacteria,ERR414309,FP929032,0.830922984981965,4.56494279513627e-05,3.95257524536854,0.783233039048942,0
Bacteroides dorei CL03T12C01,Bacteroides dorei,Bacteroides,Bacteroidaceae,Bacteroidales,Bacteroidia,Bacteroidetes,Bacteria,ERR414309,CP011531,1.44353871984988,4.59314101610402e-05,7.03785965644478,0.979190448313762,0
Bacteroides thetaiotaomicron VPI-5482,Bacteroides thetaiotaomicron,Bacteroides,Bacteroidaceae,Bacteroidales,Bacteroidia,Bacteroidetes,Bacteria,ERR414309,AE015928,0.809838664833039,2.84725667142322e-05,4.1619826477319,0.875447556494288,0
[Eubacterium] eligens ATCC 27750,Eubacterium eligens,Eubacterium,Eubacteriaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR414309,CP001104,2.57389550410157,5.07329423231429e-05,2.38744118775638,0.92184207761378,0
Bacteroides caccae,Bacteroides caccae,Bacteroides,Bacteroidaceae,Bacteroidales,Bacteroidia,Bacteroidetes,Bacteria,ERR414309,CP022412,1.55654673743618,1.02613849662328e-05,1.45533821741918,0.678189118724514,0
Bifidobacterium adolescentis ATCC 15703,Bifidobacterium adolescentis,Bifidobacterium,Bifidobacteriaceae,Bifidobacteriales,Actinobacteria,Actinobacteria,Bacteria,ERR414309,AP009256,1.93729129699764,4.60115838081215e-05,2.1580858712653,0.928412770657078,0
Akkermansia muciniphila ATCC BAA-835,Akkermansia muciniphila,Akkermansia,Akkermansiaceae,Verrucomicrobiales,Verrucomicrobiae,Verrucomicrobia,Bacteria,ERR414309,CP001071,2.70120009606929,1.4657934798658e-05,1.36670750234965,0.991943829379452,0
Ruminococcus sp. SR1/5,Ruminococcus sp. SR1/5,Ruminococcus,Ruminococcaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR414309,FP929053,0.939125614161873,2.73602375825844e-05,2.17298217711252,0.92119367530463,0
Bifidobacterium longum NCC2705,Bifidobacterium longum,Bifidobacterium,Bifidobacteriaceae,Bifidobacteriales,Actinobacteria,Actinobacteria,Bacteria,ERR414309,AE014295,1.0755369091431,4.17735636360083e-05,2.12586742244698,0.969174335581948,0
Coprococcus sp. ART55/1,Coprococcus sp. ART55/1,Coprococcus,Lachnospiraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR414309,FP929039,1.26925771635111,2.211380744839e-05,1.7375765678107,0.982244052105773,0
Odoribacter splanchnicus DSM 20712,Odoribacter splanchnicus,Odoribacter,Odoribacteraceae,Bacteroidales,Bacteroidia,Bacteroidetes,Bacteria,ERR414309,CP002544,1.42990546736361,7.69930211198339e-06,1.31066950294462,0.957906091908592,0
Bacteroides cellulosilyticus,Bacteroides cellulosilyticus,Bacteroides,Bacteroidaceae,Bacteroidales,Bacteroidia,Bacteroidetes,Bacteria,ERR414309,CP012801,2.53314246961385,9.77261873361358e-06,1.74004683550524,0.809138406870815,0
[Eubacterium] siraeum 70/3,Eubacterium siraeum,Eubacterium,Ruminococcaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR414309,FP929044,2.25465514073126,2.25822578484386e-05,1.70193698915029,0.784197251590752,0
Bacteroides vulgatus ATCC 8482,Bacteroides vulgatus,Bacteroides,Bacteroidaceae,Bacteroidales,Bacteroidia,Bacteroidetes,Bacteria,ERR414309,CP000139,1.11590404122829,5.19452123876202e-05,8.54714233853663,0.95763856142076,0
Faecalibacterium prausnitzii,Faecalibacterium prausnitzii,Faecalibacterium,Ruminococcaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR414311,CP030777,1.52843438437406,0.00010113121880145,11.0650106908826,0.98062586960327,0
Alistipes shahii WAL 8301,Alistipes shahii,Alistipes,Rikenellaceae,Bacteroidales,Bacteroidia,Bacteroidetes,Bacteria,ERR414311,FP929032,1.20811626304916,3.57626591108984e-05,2.93499684361981,0.665975471678949,0
Bacteroides dorei CL03T12C01,Bacteroides dorei,Bacteroides,Bacteroidaceae,Bacteroidales,Bacteroidia,Bacteroidetes,Bacteria,ERR414311,CP011531,2.13593011679299,4.86065651151049e-05,7.88492497749935,0.993947391321278,0
[Eubacterium] eligens ATCC 27750,Eubacterium eligens,Eubacterium,Eubacteriaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR414311,CP001104,1.65173468641146,5.06305724296983e-05,2.38325263705582,0.916027210708337,0
Anaerostipes hadrus,Anaerostipes hadrus,Anaerostipes,Lachnospiraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR414311,CP012098,0.736265752249671,5.16692298000775e-05,3.71161982106839,0.817131117740692,0
Bacteroides caccae,Bacteroides caccae,Bacteroides,Bacteroidaceae,Bacteroidales,Bacteroidia,Bacteroidetes,Bacteria,ERR414311,CP022412,2.74312007463855,9.62251814991205e-06,1.42173256447751,0.984111171390839,0
Bifidobacterium adolescentis ATCC 15703,Bifidobacterium adolescentis,Bifidobacterium,Bifidobacteriaceae,Bifidobacteriales,Actinobacteria,Actinobacteria,Bacteria,ERR414311,AP009256,1.8828988796884,4.26637944678872e-05,2.04061925040734,0.927624195063381,0
Ruminococcus bicirculans,Ruminococcus bicirculans,Ruminococcus,Ruminococcaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR414311,HF545616,1.67752959735856,1.89095890713146e-05,1.56687600424848,0.812654120992371,0
Akkermansia muciniphila ATCC BAA-835,Akkermansia muciniphila,Akkermansia,Akkermansiaceae,Verrucomicrobiales,Verrucomicrobiae,Verrucomicrobia,Bacteria,ERR414311,CP001071,2.12604204011955,1.6404652315745e-05,1.41854593111926,0.985706125451116,0
Roseburia hominis A2-183,Roseburia hominis,Roseburia,Lachnospiraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR414311,CP003040,1.5968411219115,1.86774479356245e-05,1.71041122032477,0.60356826178184,0
Coprococcus sp. ART55/1,Coprococcus sp. ART55/1,Coprococcus,Lachnospiraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR414311,FP929039,1.50037402341252,2.02954423530685e-05,1.66040464008115,0.979329137778888,0
Odoribacter splanchnicus DSM 20712,Odoribacter splanchnicus,Odoribacter,Odoribacteraceae,Bacteroidales,Bacteroidia,Bacteroidetes,Bacteria,ERR414311,CP002544,1.19219015258507,1.79502781108686e-05,1.87899464829313,0.586522502811521,0
[Eubacterium] siraeum 70/3,Eubacterium siraeum,Eubacterium,Ruminococcaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR414311,FP929044,0.566915648325592,5.7963371780626e-05,3.91541559636086,0.430650618475873,0
Bacteroides vulgatus ATCC 8482,Bacteroides vulgatus,Bacteroides,Bacteroidaceae,Bacteroidales,Bacteroidia,Bacteroidetes,Bacteria,ERR414311,CP000139,1.07599623110131,5.77320490874267e-05,10.8549618363393,0.945701853888622,0
