samples,kingdom,phylum,class,order,family,genus,species,oxygenstat,metabolism,gram,mtype,genes,file,reads,relative,taxa_id
ERR414235,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Shigella,flexneri,Facultative anaerobe,"fermentative, respiratory",Negative,,1258,Shigella_flexneri_2002017.xml,4357,0.000402026724027524,623.0
ERR414239,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Shigella,flexneri,Facultative anaerobe,"fermentative, respiratory",Negative,,1258,Shigella_flexneri_2002017.xml,1693,0.000205742387926604,623.0
ERR414244,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Shigella,flexneri,Facultative anaerobe,"fermentative, respiratory",Negative,,1258,Shigella_flexneri_2002017.xml,21370,0.00130420849222208,623.0
ERR414246,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Shigella,flexneri,Facultative anaerobe,"fermentative, respiratory",Negative,,1258,Shigella_flexneri_2002017.xml,3830,0.000162257540421404,623.0
ERR414261,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Shigella,flexneri,Facultative anaerobe,"fermentative, respiratory",Negative,,1258,Shigella_flexneri_2002017.xml,1958,0.00016564518800728798,623.0
ERR414265,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Shigella,flexneri,Facultative anaerobe,"fermentative, respiratory",Negative,,1258,Shigella_flexneri_2002017.xml,6871,0.000468223304150526,623.0
ERR414266,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Shigella,flexneri,Facultative anaerobe,"fermentative, respiratory",Negative,,1258,Shigella_flexneri_2002017.xml,3298,0.00022132178362004103,623.0
ERR414278,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Shigella,flexneri,Facultative anaerobe,"fermentative, respiratory",Negative,,1258,Shigella_flexneri_2002017.xml,1811,0.00017967116505986102,623.0
ERR414288,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Shigella,flexneri,Facultative anaerobe,"fermentative, respiratory",Negative,,1258,Shigella_flexneri_2002017.xml,638,3.50023607391577e-05,623.0
ERR414292,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Shigella,flexneri,Facultative anaerobe,"fermentative, respiratory",Negative,,1258,Shigella_flexneri_2002017.xml,5841,0.000351126508338127,623.0
ERR414301,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Shigella,flexneri,Facultative anaerobe,"fermentative, respiratory",Negative,,1258,Shigella_flexneri_2002017.xml,3450,0.000303134010274046,623.0
ERR414306,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Shigella,flexneri,Facultative anaerobe,"fermentative, respiratory",Negative,,1258,Shigella_flexneri_2002017.xml,4158,0.000210912740864328,623.0
ERR414319,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Shigella,flexneri,Facultative anaerobe,"fermentative, respiratory",Negative,,1258,Shigella_flexneri_2002017.xml,7500,0.000407797457116427,623.0
ERR414321,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Shigella,flexneri,Facultative anaerobe,"fermentative, respiratory",Negative,,1258,Shigella_flexneri_2002017.xml,2457,0.000259972627220732,623.0
ERR414330,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Shigella,flexneri,Facultative anaerobe,"fermentative, respiratory",Negative,,1258,Shigella_flexneri_2002017.xml,3263,0.00023080187134129,623.0
ERR414331,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Shigella,flexneri,Facultative anaerobe,"fermentative, respiratory",Negative,,1258,Shigella_flexneri_2002017.xml,38013,0.0019810354666479103,623.0
ERR414333,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Shigella,flexneri,Facultative anaerobe,"fermentative, respiratory",Negative,,1258,Shigella_flexneri_2002017.xml,225,2.4465321276968e-05,623.0
ERR414337,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Shigella,flexneri,Facultative anaerobe,"fermentative, respiratory",Negative,,1258,Shigella_flexneri_2002017.xml,464,3.49099121127915e-05,623.0
ERR414339,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Shigella,flexneri,Facultative anaerobe,"fermentative, respiratory",Negative,,1258,Shigella_flexneri_2002017.xml,1096,7.68570461046205e-05,623.0
ERR414344,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Shigella,flexneri,Facultative anaerobe,"fermentative, respiratory",Negative,,1258,Shigella_flexneri_2002017.xml,728,4.01091254706555e-05,623.0
ERR414345,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Shigella,flexneri,Facultative anaerobe,"fermentative, respiratory",Negative,,1258,Shigella_flexneri_2002017.xml,3063,0.00018799089836818,623.0
ERR414351,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Shigella,flexneri,Facultative anaerobe,"fermentative, respiratory",Negative,,1258,Shigella_flexneri_2002017.xml,1429,0.000141040800172131,623.0
ERR260198,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,saprophyticus,Facultative anaerobe,"Saccharolytic, respiratory or fermentative",Positive,Pathogen,885,Staphylococcus_saprophyticus_subsp_saprophyticus_ATCC_15305.xml,825,7.0250737228267e-05,29385.0
ERR260199,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,durans,Facultative anaerobe,"Saccharolytic, fermentative",Positive,Commensal,759,Enterococcus_durans_ATCC_6056.xml,376,5.1779364821430105e-05,53345.0
ERR414321,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,durans,Facultative anaerobe,"Saccharolytic, fermentative",Positive,Commensal,759,Enterococcus_durans_ATCC_6056.xml,213,2.2537309563701998e-05,53345.0
ERR260203,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Klebsiella,pneumoniae,Facultative anaerobe,"Fermentative or respiratory, various carbohydrates used",Negative,Opportunistic pathogen,1396,Klebsiella_pneumoniae_pneumoniae_MGH78578.xml,389731,0.0439237651382367,573.0
ERR260227,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Klebsiella,pneumoniae,Facultative anaerobe,"Fermentative or respiratory, various carbohydrates used",Negative,Opportunistic pathogen,1396,Klebsiella_pneumoniae_pneumoniae_MGH78578.xml,154761,0.017176610171937,573.0
ERR321587,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Klebsiella,pneumoniae,Facultative anaerobe,"Fermentative or respiratory, various carbohydrates used",Negative,Opportunistic pathogen,1396,Klebsiella_pneumoniae_pneumoniae_MGH78578.xml,4150,0.000510669171037503,573.0
ERR321606,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Klebsiella,pneumoniae,Facultative anaerobe,"Fermentative or respiratory, various carbohydrates used",Negative,Opportunistic pathogen,1396,Klebsiella_pneumoniae_pneumoniae_MGH78578.xml,612,2.68201656618527e-05,573.0
ERR414233,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Klebsiella,pneumoniae,Facultative anaerobe,"Fermentative or respiratory, various carbohydrates used",Negative,Opportunistic pathogen,1396,Klebsiella_pneumoniae_pneumoniae_MGH78578.xml,936,7.10846376528946e-05,573.0
ERR414274,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Klebsiella,pneumoniae,Facultative anaerobe,"Fermentative or respiratory, various carbohydrates used",Negative,Opportunistic pathogen,1396,Klebsiella_pneumoniae_pneumoniae_MGH78578.xml,2106,0.000192596590711119,573.0
ERR414279,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Klebsiella,pneumoniae,Facultative anaerobe,"Fermentative or respiratory, various carbohydrates used",Negative,Opportunistic pathogen,1396,Klebsiella_pneumoniae_pneumoniae_MGH78578.xml,835,8.57547584391155e-05,573.0
ERR414305,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Klebsiella,pneumoniae,Facultative anaerobe,"Fermentative or respiratory, various carbohydrates used",Negative,Opportunistic pathogen,1396,Klebsiella_pneumoniae_pneumoniae_MGH78578.xml,3717,0.000187572307686407,573.0
ERR414306,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Klebsiella,pneumoniae,Facultative anaerobe,"Fermentative or respiratory, various carbohydrates used",Negative,Opportunistic pathogen,1396,Klebsiella_pneumoniae_pneumoniae_MGH78578.xml,79339,0.00402443625479436,573.0
ERR414315,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Klebsiella,pneumoniae,Facultative anaerobe,"Fermentative or respiratory, various carbohydrates used",Negative,Opportunistic pathogen,1396,Klebsiella_pneumoniae_pneumoniae_MGH78578.xml,3899,0.000195437920540525,573.0
ERR414322,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Klebsiella,pneumoniae,Facultative anaerobe,"Fermentative or respiratory, various carbohydrates used",Negative,Opportunistic pathogen,1396,Klebsiella_pneumoniae_pneumoniae_MGH78578.xml,1980,0.00015313799473530101,573.0
ERR414351,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Klebsiella,pneumoniae,Facultative anaerobe,"Fermentative or respiratory, various carbohydrates used",Negative,Opportunistic pathogen,1396,Klebsiella_pneumoniae_pneumoniae_MGH78578.xml,658,6.49439093864676e-05,573.0
ERR260214,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia,albertii,Facultative anaerobe,"Fermentative, respiratory",Negative,,1157,Escherichia_albertii_KF1.xml|Escherichia_albertii_TW07627.xml,2457,0.00013071750075374,208962.0
ERR260227,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia,albertii,Facultative anaerobe,"Fermentative, respiratory",Negative,,1157,Escherichia_albertii_KF1.xml|Escherichia_albertii_TW07627.xml,10014,0.00111143359284172,208962.0
ERR260230,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia,albertii,Facultative anaerobe,"Fermentative, respiratory",Negative,,1157,Escherichia_albertii_KF1.xml|Escherichia_albertii_TW07627.xml,1177,0.000224189750242714,208962.0
ERR260238,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia,albertii,Facultative anaerobe,"Fermentative, respiratory",Negative,,1157,Escherichia_albertii_KF1.xml|Escherichia_albertii_TW07627.xml,9447,0.000663171822996654,208962.0
ERR260250,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia,albertii,Facultative anaerobe,"Fermentative, respiratory",Negative,,1157,Escherichia_albertii_KF1.xml|Escherichia_albertii_TW07627.xml,1047,0.000131882184241049,208962.0
ERR260258,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia,albertii,Facultative anaerobe,"Fermentative, respiratory",Negative,,1157,Escherichia_albertii_KF1.xml|Escherichia_albertii_TW07627.xml,4722,0.000612816985490695,208962.0
ERR260276,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia,albertii,Facultative anaerobe,"Fermentative, respiratory",Negative,,1157,Escherichia_albertii_KF1.xml|Escherichia_albertii_TW07627.xml,3074,0.000792615525517759,208962.0
ERR321182,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia,albertii,Facultative anaerobe,"Fermentative, respiratory",Negative,,1157,Escherichia_albertii_KF1.xml|Escherichia_albertii_TW07627.xml,1034,0.00017101455459557,208962.0
ERR321568,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia,albertii,Facultative anaerobe,"Fermentative, respiratory",Negative,,1157,Escherichia_albertii_KF1.xml|Escherichia_albertii_TW07627.xml,813,4.91104870582389e-05,208962.0
ERR321592,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia,albertii,Facultative anaerobe,"Fermentative, respiratory",Negative,,1157,Escherichia_albertii_KF1.xml|Escherichia_albertii_TW07627.xml,574,3.11505921651594e-05,208962.0
ERR321619,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia,albertii,Facultative anaerobe,"Fermentative, respiratory",Negative,,1157,Escherichia_albertii_KF1.xml|Escherichia_albertii_TW07627.xml,367,3.96553078521507e-05,208962.0
ERR321628,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia,albertii,Facultative anaerobe,"Fermentative, respiratory",Negative,,1157,Escherichia_albertii_KF1.xml|Escherichia_albertii_TW07627.xml,564,7.297777800781021e-05,208962.0
ERR321631,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia,albertii,Facultative anaerobe,"Fermentative, respiratory",Negative,,1157,Escherichia_albertii_KF1.xml|Escherichia_albertii_TW07627.xml,1177,9.29240800002905e-05,208962.0
ERR414233,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia,albertii,Facultative anaerobe,"Fermentative, respiratory",Negative,,1157,Escherichia_albertii_KF1.xml|Escherichia_albertii_TW07627.xml,304,2.30873182120512e-05,208962.0
ERR414235,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia,albertii,Facultative anaerobe,"Fermentative, respiratory",Negative,,1157,Escherichia_albertii_KF1.xml|Escherichia_albertii_TW07627.xml,3444,0.00031778288674564904,208962.0
ERR414239,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia,albertii,Facultative anaerobe,"Fermentative, respiratory",Negative,,1157,Escherichia_albertii_KF1.xml|Escherichia_albertii_TW07627.xml,600,7.29151995014545e-05,208962.0
ERR414244,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia,albertii,Facultative anaerobe,"Fermentative, respiratory",Negative,,1157,Escherichia_albertii_KF1.xml|Escherichia_albertii_TW07627.xml,9634,0.000587961844364413,208962.0
ERR414246,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia,albertii,Facultative anaerobe,"Fermentative, respiratory",Negative,,1157,Escherichia_albertii_KF1.xml|Escherichia_albertii_TW07627.xml,6203,0.000262789431653777,208962.0
ERR414261,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia,albertii,Facultative anaerobe,"Fermentative, respiratory",Negative,,1157,Escherichia_albertii_KF1.xml|Escherichia_albertii_TW07627.xml,3321,0.000280953865869359,208962.0
ERR414265,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia,albertii,Facultative anaerobe,"Fermentative, respiratory",Negative,,1157,Escherichia_albertii_KF1.xml|Escherichia_albertii_TW07627.xml,4818,0.000328321915208446,208962.0
ERR414266,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia,albertii,Facultative anaerobe,"Fermentative, respiratory",Negative,,1157,Escherichia_albertii_KF1.xml|Escherichia_albertii_TW07627.xml,1083,7.267783252289391e-05,208962.0
ERR414292,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia,albertii,Facultative anaerobe,"Fermentative, respiratory",Negative,,1157,Escherichia_albertii_KF1.xml|Escherichia_albertii_TW07627.xml,4199,0.000252419142015374,208962.0
ERR414301,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia,albertii,Facultative anaerobe,"Fermentative, respiratory",Negative,,1157,Escherichia_albertii_KF1.xml|Escherichia_albertii_TW07627.xml,2315,0.00020340731414041102,208962.0
ERR414319,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia,albertii,Facultative anaerobe,"Fermentative, respiratory",Negative,,1157,Escherichia_albertii_KF1.xml|Escherichia_albertii_TW07627.xml,8831,0.00048016791250602304,208962.0
ERR414321,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia,albertii,Facultative anaerobe,"Fermentative, respiratory",Negative,,1157,Escherichia_albertii_KF1.xml|Escherichia_albertii_TW07627.xml,2121,0.00022442081495122998,208962.0
ERR414330,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia,albertii,Facultative anaerobe,"Fermentative, respiratory",Negative,,1157,Escherichia_albertii_KF1.xml|Escherichia_albertii_TW07627.xml,6087,0.000430551943259096,208962.0
ERR414331,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia,albertii,Facultative anaerobe,"Fermentative, respiratory",Negative,,1157,Escherichia_albertii_KF1.xml|Escherichia_albertii_TW07627.xml,11363,0.000592179149436249,208962.0
ERR414333,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia,albertii,Facultative anaerobe,"Fermentative, respiratory",Negative,,1157,Escherichia_albertii_KF1.xml|Escherichia_albertii_TW07627.xml,289,3.142434599575e-05,208962.0
ERR414338,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia,albertii,Facultative anaerobe,"Fermentative, respiratory",Negative,,1157,Escherichia_albertii_KF1.xml|Escherichia_albertii_TW07627.xml,379,4.1437185927450603e-05,208962.0
ERR414339,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia,albertii,Facultative anaerobe,"Fermentative, respiratory",Negative,,1157,Escherichia_albertii_KF1.xml|Escherichia_albertii_TW07627.xml,1222,8.56928014049693e-05,208962.0
ERR414345,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia,albertii,Facultative anaerobe,"Fermentative, respiratory",Negative,,1157,Escherichia_albertii_KF1.xml|Escherichia_albertii_TW07627.xml,1685,0.00010341647526946899,208962.0
ERR414351,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia,albertii,Facultative anaerobe,"Fermentative, respiratory",Negative,,1157,Escherichia_albertii_KF1.xml|Escherichia_albertii_TW07627.xml,656,6.47465114855969e-05,208962.0
ERR260245,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,concisus,Microaerophile/ anaerobe,"Strictly respiratory, asaccharolytic, only amino acids and TCA cycle intermediates used",Negative,Pathogen,498,Campylobacter_concisus_13826.xml,172,3.3344015049782395e-05,199.0
ERR321221,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,concisus,Microaerophile/ anaerobe,"Strictly respiratory, asaccharolytic, only amino acids and TCA cycle intermediates used",Negative,Pathogen,498,Campylobacter_concisus_13826.xml,299,5.5813363100460305e-05,199.0
ERR321589,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,concisus,Microaerophile/ anaerobe,"Strictly respiratory, asaccharolytic, only amino acids and TCA cycle intermediates used",Negative,Pathogen,498,Campylobacter_concisus_13826.xml,926,7.12895282534797e-05,199.0
