compartments,abundance,growth_rate,reactions,metabolites,tradeoff,sample
Ruminococcus,0.11255071004153547,0.06451412191978091,2983,1793,0.30000000000000004,ERR260261
medium,,,779,779,0.30000000000000004,ERR260261
Adlercreutzia,0.0036691400534085198,0.010953714168298111,942,904,0.2,ERR260261
Akkermansia,0.014032860476363582,0.010952082803041295,2274,1386,0.2,ERR260261
Alistipes,0.018860092996225524,0.0072037255960633526,2650,1613,0.2,ERR260261
Anaerostipes,0.013489942878951371,0.005152564561924774,2034,1491,0.2,ERR260261
Bacteroides,0.424759688724953,0.16223950976046558,3307,1887,0.2,ERR260261
Bifidobacterium,0.008531856822001471,0.003258793866254291,3108,1734,0.2,ERR260261
Blautia,0.02326830207526149,0.008887467483196946,3108,1818,0.2,ERR260261
Clostridium,0.002259135196448276,0.0008628902357203286,3532,2001,0.2,ERR260261
Collinsella,0.008481336874655628,0.0032394974694223127,2629,1587,0.2,ERR260261
Coprococcus,0.011514767590628963,0.004398134518294749,2188,1591,0.2,ERR260261
Eubacterium,0.24521222544921728,0.09366027968335128,2482,1761,0.2,ERR260261
Faecalibacterium,0.013445007619662467,0.005135401270138053,1986,1472,0.2,ERR260261
Faecalitalea,0.0013596567461699994,0.005692310524883882,994,892,0.2,ERR260261
Flavonifractor,0.0016381178845167274,0.0038728488088867028,1207,1105,0.2,ERR260261
Lachnoclostridium,0.03142151704700254,0.012001636824236911,3174,1970,0.2,ERR260261
Methanobrevibacter,0.001556581438885427,0.0005945456186017628,1063,1000,0.2,ERR260261
Odoribacter,0.008998307152172525,0.0034369573665166786,2526,1594,0.2,ERR260261
Parabacteroides,0.02320394928519,0.00886288754911138,2870,1747,0.2,ERR260261
Roseburia,0.03174680364674975,0.012125881991280403,2357,1567,0.2,ERR260261
Ruminococcus,0.11255071004153547,0.042989418499588886,2983,1793,0.2,ERR260261
medium,,,779,779,0.2,ERR260261
Adlercreutzia,0.0036691400534085198,0.010585287605664715,942,904,0.1,ERR260261
Akkermansia,0.014032860476363582,0.008790249014745507,2274,1386,0.1,ERR260261
Alistipes,0.018860092996225524,0.003596507273485503,2650,1613,0.1,ERR260261
Anaerostipes,0.013489942878951371,0.0025724516678253084,2034,1491,0.1,ERR260261
Bacteroides,0.424759688724953,0.08099913983859049,3307,1887,0.1,ERR260261
Bifidobacterium,0.008531856822001471,0.0016269742214017602,3108,1734,0.1,ERR260261
Blautia,0.02326830207526149,0.004437126459124312,3108,1818,0.1,ERR260261
Clostridium,0.002259135196448276,0.00043080361196673586,3532,2001,0.1,ERR260261
Collinsella,0.008481336874655628,0.0016173403686886142,2629,1587,0.1,ERR260261
Coprococcus,0.011514767590628963,0.002195797518133584,2188,1591,0.1,ERR260261
Eubacterium,0.24521222544921728,0.046760509216344684,2482,1761,0.1,ERR260261
Faecalibacterium,0.013445007619662467,0.0025638827818228356,1986,1472,0.1,ERR260261
Faecalitalea,0.0013596567461699994,0.006274006421185539,994,892,0.1,ERR260261
Flavonifractor,0.0016381178845167274,0.0038732898091794073,1207,1105,0.1,ERR260261
Lachnoclostridium,0.03142151704700254,0.005991895937395776,3174,1970,0.1,ERR260261
Methanobrevibacter,0.001556581438885427,0.0002968308009523759,1063,1000,0.1,ERR260261
Odoribacter,0.008998307152172525,0.001715923517959533,2526,1594,0.1,ERR260261
Parabacteroides,0.02320394928519,0.0044248547657864765,2870,1747,0.1,ERR260261
Roseburia,0.03174680364674975,0.006053926152320994,2357,1567,0.1,ERR260261
Ruminococcus,0.11255071004153547,0.021462749275913597,2983,1793,0.1,ERR260261
medium,,,779,779,0.1,ERR260261
Acidaminococcus,0.004638071825634114,0.0,1278,1090,,ERR321627
Akkermansia,0.011832278190659693,5.488942633746774e-13,2274,1386,,ERR321627
Alistipes,0.026638824821005408,18.49078575645279,2650,1613,,ERR321627
Anaerostipes,0.00955443555403691,0.0,2034,1491,,ERR321627
Bacteroides,0.5726155199306485,0.0,3307,1887,,ERR321627
Barnesiella,0.001749480338278425,0.0,2235,1371,,ERR321627
Bifidobacterium,0.00516896520085677,0.0,3108,1734,,ERR321627
Blautia,0.033517405899307434,0.0,3108,1818,,ERR321627
Clostridium,0.001896409351063527,0.0,3532,2001,,ERR321627
Collinsella,0.009869554625384802,0.0,2629,1587,,ERR321627
Coprococcus,0.038868735189245454,0.0,2188,1591,,ERR321627
Desulfovibrio,0.009551145154095124,0.0,1739,1384,,ERR321627
Eubacterium,0.03879292943674048,-1.7887913372760522e-12,2482,1761,,ERR321627
Faecalibacterium,0.06277526252012997,0.0,1986,1472,,ERR321627
Faecalitalea,0.0016316587095937306,0.0,994,892,,ERR321627
Flavonifractor,0.003458590000348023,0.0,1207,1105,,ERR321627
Lachnoclostridium,0.010476380306956348,0.0,3174,1970,,ERR321627
Odoribacter,0.015151279301169674,0.0,2526,1594,,ERR321627
Parabacteroides,0.06122637002445653,0.0,2870,1747,,ERR321627
Prevotella,0.02388222899285287,0.0,2861,1722,,ERR321627
Roseburia,0.04403124614406257,-3.0730973321624333e-13,2357,1567,,ERR321627
Ruminococcus,0.01267322848347365,0.0,2983,1793,,ERR321627
medium,,,779,779,,ERR321627
Acidaminococcus,0.004638071825634114,2.9195229561279636e-09,1278,1090,1.0,ERR321627
Akkermansia,0.011832278190659693,9.004069751537871e-06,2274,1386,1.0,ERR321627
Alistipes,0.026638824821005408,9.152036771398246,2650,1613,1.0,ERR321627
Anaerostipes,0.00955443555403691,3.246367559394764e-05,2034,1491,1.0,ERR321627
Bacteroides,0.5726155199306485,3.178434751113639e-06,3307,1887,1.0,ERR321627
Barnesiella,0.001749480338278425,0.6010390596341887,2235,1371,1.0,ERR321627
Bifidobacterium,0.00516896520085677,3.5507111570388558e-09,3108,1734,1.0,ERR321627
Blautia,0.033517405899307434,9.156088679834255e-06,3108,1818,1.0,ERR321627
Clostridium,0.001896409351063527,0.00010005537247651077,3532,2001,1.0,ERR321627
Collinsella,0.009869554625384802,1.4104887550135743e-05,2629,1587,1.0,ERR321627
Coprococcus,0.038868735189245454,0.00018021257714967407,2188,1591,1.0,ERR321627
Desulfovibrio,0.009551145154095124,3.910411609823823e-05,1739,1384,1.0,ERR321627
Eubacterium,0.03879292943674048,4.230510645162562e-05,2482,1761,1.0,ERR321627
Faecalibacterium,0.06277526252012997,0.00495158134613998,1986,1472,1.0,ERR321627
Faecalitalea,0.0016316587095937306,5.704893910632474e-05,994,892,1.0,ERR321627
Flavonifractor,0.003458590000348023,2.4317354738110503e-05,1207,1105,1.0,ERR321627
Lachnoclostridium,0.010476380306956348,3.1573377963106326e-05,3174,1970,1.0,ERR321627
Odoribacter,0.015151279301169674,5.2048386136203355,2526,1594,1.0,ERR321627
Parabacteroides,0.06122637002445653,4.9780424289494856e-05,2870,1747,1.0,ERR321627
Prevotella,0.02388222899285287,6.848598776230699,2861,1722,1.0,ERR321627
Roseburia,0.04403124614406257,7.5936713352621115e-06,2357,1567,1.0,ERR321627
Ruminococcus,0.01267322848347365,1.4183671814319945e-05,2983,1793,1.0,ERR321627
medium,,,779,779,1.0,ERR321627
Acidaminococcus,0.004638071825634114,0.39455545783323887,1278,1090,0.9,ERR321627
Akkermansia,0.011832278190659693,1.837230025454074e-10,2274,1386,0.9,ERR321627
Alistipes,0.026638824821005408,4.285483148316296,2650,1613,0.9,ERR321627
Anaerostipes,0.00955443555403691,2.72238047784829e-10,2034,1491,0.9,ERR321627
Bacteroides,0.5726155199306485,0.03247759459587626,3307,1887,0.9,ERR321627
Barnesiella,0.001749480338278425,0.2814132181133336,2235,1371,0.9,ERR321627
Bifidobacterium,0.00516896520085677,0.4974823251422,3108,1734,0.9,ERR321627
Blautia,0.033517405899307434,1.388590037967064e-10,3108,1818,0.9,ERR321627
Clostridium,0.001896409351063527,2.386819696581133e-10,3532,2001,0.9,ERR321627
Collinsella,0.009869554625384802,1.690953822549939e-10,2629,1587,0.9,ERR321627
Coprococcus,0.038868735189245454,2.1351150633652333e-10,2188,1591,0.9,ERR321627
Desulfovibrio,0.009551145154095124,0.08927922626132048,1739,1384,0.9,ERR321627
Eubacterium,0.03879292943674048,7.151669332718292e-11,2482,1761,0.9,ERR321627
Faecalibacterium,0.06277526252012997,2.4285280606904944e-10,1986,1472,0.9,ERR321627
Faecalitalea,0.0016316587095937306,5.797801357785789e-10,994,892,0.9,ERR321627
Flavonifractor,0.003458590000348023,3.069881684464385e-11,1207,1105,0.9,ERR321627
Lachnoclostridium,0.010476380306956348,5.033398529379855e-11,3174,1970,0.9,ERR321627
Odoribacter,0.015151279301169674,2.4372887625565047,2526,1594,0.9,ERR321627
Parabacteroides,0.06122637002445653,3.0228395691610275,2870,1747,0.9,ERR321627
Prevotella,0.02388222899285287,3.4672678716400887,2861,1722,0.9,ERR321627
Roseburia,0.04403124614406257,6.840470730962998e-11,2357,1567,0.9,ERR321627
Ruminococcus,0.01267322848347365,2.6531093073793935e-10,2983,1793,0.9,ERR321627
medium,,,779,779,0.9,ERR321627
Acidaminococcus,0.004638071825634114,0.10793552983915722,1278,1090,0.8,ERR321627
Akkermansia,0.011832278190659693,1.1722781990958792e-07,2274,1386,0.8,ERR321627
Alistipes,0.026638824821005408,1.152457751271456,2650,1613,0.8,ERR321627
Anaerostipes,0.00955443555403691,7.622511678281339e-07,2034,1491,0.8,ERR321627
Bacteroides,0.5726155199306485,0.4842144416277848,3307,1887,0.8,ERR321627
Barnesiella,0.001749480338278425,0.07567968269199607,2235,1371,0.8,ERR321627
Bifidobacterium,0.00516896520085677,0.1355235186649654,3108,1734,0.8,ERR321627
Blautia,0.033517405899307434,2.44213301707206e-07,3108,1818,0.8,ERR321627
Clostridium,0.001896409351063527,1.537967683476022e-05,3532,2001,0.8,ERR321627
Collinsella,0.009869554625384802,5.280256766293589e-07,2629,1587,0.8,ERR321627
Coprococcus,0.038868735189245454,1.2060178743094874e-07,2188,1591,0.8,ERR321627
Desulfovibrio,0.009551145154095124,0.03583683049556292,1739,1384,0.8,ERR321627
Eubacterium,0.03879292943674048,2.4227475810804537e-07,2482,1761,0.8,ERR321627
Faecalibacterium,0.06277526252012997,1.0157889338636042e-07,1986,1472,0.8,ERR321627
Faecalitalea,0.0016316587095937306,3.2507754510005953e-06,994,892,0.8,ERR321627
Flavonifractor,0.003458590000348023,8.088075984159667e-07,1207,1105,0.8,ERR321627
Lachnoclostridium,0.010476380306956348,1.0427832155226786e-06,3174,1970,0.8,ERR321627
Odoribacter,0.015151279301169674,0.6554397739301452,2526,1594,0.8,ERR321627
Parabacteroides,0.06122637002445653,0.8484187206330475,2870,1747,0.8,ERR321627
Prevotella,0.02388222899285287,0.9343717274419895,2861,1722,0.8,ERR321627
Roseburia,0.04403124614406257,1.8803183823591233e-07,2357,1567,0.8,ERR321627
Ruminococcus,0.01267322848347365,5.989524198968803e-07,2983,1793,0.8,ERR321627
medium,,,779,779,0.8,ERR321627
Acidaminococcus,0.004638071825634114,0.004649331661953212,1278,1090,0.7000000000000001,ERR321627
Akkermansia,0.011832278190659693,0.014176270936788585,2274,1386,0.7000000000000001,ERR321627
Alistipes,0.026638824821005408,0.026704156478784057,2650,1613,0.7000000000000001,ERR321627
Anaerostipes,0.00955443555403691,0.009577364000824613,2034,1491,0.7000000000000001,ERR321627
Bacteroides,0.5726155199306485,0.5739789298877596,3307,1887,0.7000000000000001,ERR321627
Barnesiella,0.001749480338278425,0.010627697986519906,2235,1371,0.7000000000000001,ERR321627
Bifidobacterium,0.00516896520085677,0.005181451295642981,3108,1734,0.7000000000000001,ERR321627
Blautia,0.033517405899307434,0.033597050758709224,3108,1818,0.7000000000000001,ERR321627
Clostridium,0.001896409351063527,0.0019010175111222407,3532,2001,0.7000000000000001,ERR321627
Collinsella,0.009869554625384802,0.009893054311177745,2629,1587,0.7000000000000001,ERR321627
Coprococcus,0.038868735189245454,0.03896095193792043,2188,1591,0.7000000000000001,ERR321627
Desulfovibrio,0.009551145154095124,0.009574072290962006,1739,1384,0.7000000000000001,ERR321627
Eubacterium,0.03879292943674048,0.038884895250786755,2482,1761,0.7000000000000001,ERR321627
Faecalibacterium,0.06277526252012997,0.06292411758255217,1986,1472,0.7000000000000001,ERR321627
Faecalitalea,0.0016316587095937306,0.005347124145033195,994,892,0.7000000000000001,ERR321627
Flavonifractor,0.003458590000348023,0.005753454337703453,1207,1105,0.7000000000000001,ERR321627
Lachnoclostridium,0.010476380306956348,0.010501304038299502,3174,1970,0.7000000000000001,ERR321627
Odoribacter,0.015151279301169674,0.015188393710538112,2526,1594,0.7000000000000001,ERR321627
Parabacteroides,0.06122637002445653,0.061372800527430174,2870,1747,0.7000000000000001,ERR321627
Prevotella,0.02388222899285287,0.0239405770549557,2861,1722,0.7000000000000001,ERR321627
Roseburia,0.04403124614406257,0.04413572212278499,2357,1567,0.7000000000000001,ERR321627
Ruminococcus,0.01267322848347365,0.012703519788892857,2983,1793,0.7000000000000001,ERR321627
medium,,,779,779,0.7000000000000001,ERR321627
Acidaminococcus,0.004638071825634114,0.003984672924366438,1278,1090,0.6,ERR321627
Akkermansia,0.011832278190659693,0.013320150977609259,2274,1386,0.6,ERR321627
Alistipes,0.026638824821005408,0.022886019873552977,2650,1613,0.6,ERR321627
Anaerostipes,0.00955443555403691,0.008208432746000145,2034,1491,0.6,ERR321627
Bacteroides,0.5726155199306485,0.4919470080497737,3307,1887,0.6,ERR321627
Barnesiella,0.001749480338278425,0.009548848591108407,2235,1371,0.6,ERR321627
Bifidobacterium,0.00516896520085677,0.004440775489347011,3108,1734,0.6,ERR321627
Blautia,0.033517405899307434,0.028795565219940644,3108,1818,0.6,ERR321627
Clostridium,0.001896409351063527,0.0016292483839566697,3532,2001,0.6,ERR321627
Collinsella,0.009869554625384802,0.008479158702447536,2629,1587,0.6,ERR321627
Coprococcus,0.038868735189245454,0.033393013842558945,2188,1591,0.6,ERR321627
Desulfovibrio,0.009551145154095124,0.008205605888600481,1739,1384,0.6,ERR321627
Eubacterium,0.03879292943674048,0.03332788739764683,2482,1761,0.6,ERR321627
Faecalibacterium,0.06277526252012997,0.053931654839750195,1986,1472,0.6,ERR321627
Faecalitalea,0.0016316587095937306,0.0056757743326621415,994,892,0.6,ERR321627
Flavonifractor,0.003458590000348023,0.006271964010614878,1207,1105,0.6,ERR321627
Lachnoclostridium,0.010476380306956348,0.009000496437890889,3174,1970,0.6,ERR321627
Odoribacter,0.015151279301169674,0.013016808418856454,2526,1594,0.6,ERR321627
Parabacteroides,0.06122637002445653,0.052600966092502484,2870,1747,0.6,ERR321627
Prevotella,0.02388222899285287,0.0205177657433555,2861,1722,0.6,ERR321627
Roseburia,0.04403124614406257,0.03782824434160342,2357,1567,0.6,ERR321627
Ruminococcus,0.01267322848347365,0.010887858638139965,2983,1793,0.6,ERR321627
medium,,,779,779,0.6,ERR321627
Acidaminococcus,0.004638071825634114,0.003320337127379038,1278,1090,0.5,ERR321627
Akkermansia,0.011832278190659693,0.01224164584783956,2274,1386,0.5,ERR321627
Alistipes,0.026638824821005408,0.01907039842931425,2650,1613,0.5,ERR321627
Anaerostipes,0.00955443555403691,0.006839899845706724,2034,1491,0.5,ERR321627
Bacteroides,0.5726155199306485,0.4099282223066947,3307,1887,0.5,ERR321627
Barnesiella,0.001749480338278425,0.009955066396316218,2235,1371,0.5,ERR321627
Bifidobacterium,0.00516896520085677,0.0037003969374274277,3108,1734,0.5,ERR321627
Blautia,0.033517405899307434,0.02399468779293877,3108,1818,0.5,ERR321627
Clostridium,0.001896409351063527,0.0013576155231472035,3532,2001,0.5,ERR321627
Collinsella,0.009869554625384802,0.007065489594167641,2629,1587,0.5,ERR321627
Coprococcus,0.038868735189245454,0.027825636891927373,2188,1591,0.5,ERR321627
Desulfovibrio,0.009551145154095124,0.0068375442480109105,1739,1384,0.5,ERR321627
Eubacterium,0.03879292943674048,0.027771368484256258,2482,1761,0.5,ERR321627
Faecalibacterium,0.06277526252012997,0.044940018024162615,1986,1472,0.5,ERR321627
Faecalitalea,0.0016316587095937306,0.005610438202545313,994,892,0.5,ERR321627
Flavonifractor,0.003458590000348023,0.004689334155489105,1207,1105,0.5,ERR321627
Lachnoclostridium,0.010476380306956348,0.007499908415573218,3174,1970,0.5,ERR321627
Odoribacter,0.015151279301169674,0.010846609609763937,2526,1594,0.5,ERR321627
Parabacteroides,0.06122637002445653,0.04383118542782994,2870,1747,0.5,ERR321627
Prevotella,0.02388222899285287,0.017096986263621824,2861,1722,0.5,ERR321627
Roseburia,0.04403124614406257,0.031521413287595855,2357,1567,0.5,ERR321627
Ruminococcus,0.01267322848347365,0.00907260433382577,2983,1793,0.5,ERR321627
medium,,,779,779,0.5,ERR321627
Acidaminococcus,0.004638071825634114,0.0026556746039102614,1278,1090,0.4,ERR321627
Akkermansia,0.011832278190659693,0.012517292832538324,2274,1386,0.4,ERR321627
Alistipes,0.026638824821005408,0.015252887476504776,2650,1613,0.4,ERR321627
Anaerostipes,0.00955443555403691,0.005470690832048378,2034,1491,0.4,ERR321627
Bacteroides,0.5726155199306485,0.32786880712854455,3307,1887,0.4,ERR321627
Barnesiella,0.001749480338278425,0.010650620813256849,2235,1371,0.4,ERR321627
Bifidobacterium,0.00516896520085677,0.0029596516320059096,3108,1734,0.4,ERR321627
Blautia,0.033517405899307434,0.019191432855170523,3108,1818,0.4,ERR321627
Clostridium,0.001896409351063527,0.0010858483825841774,3532,2001,0.4,ERR321627
Collinsella,0.009869554625384802,0.00565112130001985,2629,1587,0.4,ERR321627
Coprococcus,0.038868735189245454,0.022255503271781708,2188,1591,0.4,ERR321627
Desulfovibrio,0.009551145154095124,0.005468804946667133,1739,1384,0.4,ERR321627
Eubacterium,0.03879292943674048,0.022212097159721594,2482,1761,0.4,ERR321627
Faecalibacterium,0.06277526252012997,0.035943928264056284,1986,1472,0.4,ERR321627
Faecalitalea,0.0016316587095937306,0.005556314834181087,994,892,0.4,ERR321627
Flavonifractor,0.003458590000348023,0.005375846395786457,1207,1105,0.4,ERR321627
Lachnoclostridium,0.010476380306956348,0.005998577141282044,3174,1970,0.4,ERR321627
Odoribacter,0.015151279301169674,0.008675336600760948,2526,1594,0.4,ERR321627
Parabacteroides,0.06122637002445653,0.03505706125078189,2870,1747,0.4,ERR321627
Prevotella,0.02388222899285287,0.013674512438524116,2861,1722,0.4,ERR321627
Roseburia,0.04403124614406257,0.025211458074394733,2357,1567,0.4,ERR321627
Ruminococcus,0.01267322848347365,0.007256452627042199,2983,1793,0.4,ERR321627
medium,,,779,779,0.4,ERR321627
Acidaminococcus,0.004638071825634114,0.0019913489667220514,1278,1090,0.30000000000000004,ERR321627
Akkermansia,0.011832278190659693,0.010769875036059064,2274,1386,0.30000000000000004,ERR321627
Alistipes,0.026638824821005408,0.011437335969476395,2650,1613,0.30000000000000004,ERR321627
Anaerostipes,0.00955443555403691,0.00410218134288344,2034,1491,0.30000000000000004,ERR321627
Bacteroides,0.5726155199306485,0.24585153705392007,3307,1887,0.30000000000000004,ERR321627
Barnesiella,0.001749480338278425,0.014109500001463285,2235,1371,0.30000000000000004,ERR321627
Bifidobacterium,0.00516896520085677,0.002219286863401182,3108,1734,0.30000000000000004,ERR321627
Blautia,0.033517405899307434,0.014390643697465242,3108,1818,0.30000000000000004,ERR321627
Clostridium,0.001896409351063527,0.000814220297366868,3532,2001,0.30000000000000004,ERR321627
Collinsella,0.009869554625384802,0.004237477269550317,2629,1587,0.30000000000000004,ERR321627
Coprococcus,0.038868735189245454,0.01668822795749278,2188,1591,0.30000000000000004,ERR321627
Desulfovibrio,0.009551145154095124,0.004100769102852589,1739,1384,0.30000000000000004,ERR321627
